"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NU2XYIRX","bookSection","1964","Parrish, Stephen M.","Summary","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:07:31","2025-10-23 08:45:48","","3-9","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/4B77CKBP/Parrish - 1964 - Summary.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M.; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SN6TYEUJ","bookSection","1964","Fogel, Ephim G.","The Humanist and the Computer: Vision and Actuality","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:08:09","2025-10-23 08:28:24","","11-24","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/UWZW9KXS/Fogel - 1964 - The Humanist and the Computer Vision and Actuality.pdf","","Computer: IBM 704; Computer: IBM 7090; Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QA7TFPJ","bookSection","1964","McDonough, James. T. Jr.","Homer, the Humanities, and IBM","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:08:38","2025-10-23 08:39:17","","25-36","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/EVRYGA2N/McDonough - 1964 - Homer, the Humanities, and IBM.pdf","","Computer: IBM 650; Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQ2AIM5G","bookSection","1964","Markman, Alan","Litterae ex Machina","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:09:06","2025-10-23 08:36:49","","37-54","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/IXPGJV5W/Markman - 1964 - Litterae ex Machina.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8AZFELX","bookSection","1964","Milic, Louis T.","Some Risks of Technological Overindulgence for the Humanities","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:09:38","2025-10-23 08:41:38","","55-62","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/D9GYJW7W/Milic - 1964 - Some Risks of Technological Overindulgence for the Humanities.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AF49TKEJ","bookSection","1964","Busa, Roberto S.J.","An Inventory of Fifteen Million Words","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:10:11","2025-10-23 08:16:28","","64-78","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/RP3WUEPC/Busa - 1964 - An Inventory of Fifteen Million Words.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHXEN6N","bookSection","1964","Francis, W. Nelson","A Standard Corpus of Edited Present-Day American English for Computer Use","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:10:49","2025-10-23 08:30:13","","79-89","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/6PGRVY6G/Francis - 1964 - A Standard Corpus of Edited Present-Day American English for Computer Use.pdf","","Discipline: Linguistics","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDD97KHP","bookSection","1964","Pollin, Alice M.","The Construction of a Bibliographic Aid (A Guide to the <i>Rivista Filología Española</i>) Using Electronic Techniques and Devices","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:11:20","2025-10-23 08:48:08","","90-97","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/62RDFH9D/Pollin - 1964 - The Construction of a Bibliographic Aid (A Guide to the Rivista Filología Española) Using Ele.pdf","","Discipline: Humanities","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEWIHC67","bookSection","1964","Heller, Jack","A Proposed System for the Collection, Correction, an Rearrangement of Large Masses of Data","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:12:29","2025-10-23 08:34:12","","98-111","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/RGYF95LR/Heller - 1964 - A Proposed System for the Collection, Correction, an Rearrangement of Large Masses of Data.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"663UBCDV","bookSection","1964","Smith, Philip H. Jr.","A Computer Program to Generate a Text Concordance","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:12:58","2025-10-23 08:56:28","","113-127","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/FBJSUUIY/Smith - 1964 - A Computer Program to Generate a Text Concordance.pdf","","Computer: IBM 7090; Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X9TTDHYP","bookSection","1964","Siberz, Joseph K. S.J.; Devine, Joseph G. S.J.","Computer-Made Concordances to the Works of Early Christian Writers","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:13:31","2025-10-23 08:55:27","","128-147","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/9ZXNDYRA/Siberz and Devine - 1964 - Computer-Made Concordances to the Works of Early Christian Writers.pdf","","Discipline: Literary Studies; Computer: IBM 1401; Computer: IBM 1620","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7F8SGLZU","bookSection","1964","Wells, John C.","A Word-Index and Dictionary to the Old High German Glosses","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:14:24","2025-10-23 08:58:12","","148-159","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/9MCQWWQV/Wells - 1964 - A Word-Index and Dictionary to the Old High German Glosses.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6N6KC9VJ","bookSection","1964","Painter, James A.","Implications of the Cornell Concordances for Computing","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:16:21","2025-10-23 08:43:01","","160-170","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/4PK8TNVI/Painter - 1964 - Implications of the Cornell Concordances for Computing.pdf","","Computer: IBM 704; Computer: IBM 7090; Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X9FUWY7D","bookSection","1964","Clayton, Thomas","The Preparation of Literary Text for Multiple Automated Studies: Comprehensive Identification and the Provision of Discriminants","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:51:04","2025-10-23 08:20:22","","172-199","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/93GW2GMS/Clayton - 1964 - The Preparation of Literary Text for Multiple Automated Studies Comprehensive Identification and th.pdf","","Discipline: Literary Studies; Computer: IBM 7094","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2YZFIYY","bookSection","1964","Dearing, Vinton A.","The Use of a Computer in Analyzing Dryden's Spelling","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:51:45","2025-10-23 08:22:08","","200-210","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/BYL8RDPF/Dearing - 1964 - The Use of a Computer in Analyzing Dryden's Spelling.pdf","","Discipline: Literary Studies; Computer: IBM 7090/7094","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWIUCRXZ","bookSection","1964","Seledow, Sally Yeates; Sedelow, Walter A.; Ruggles, Terry","Some Parameters for Computational Stylistics: Computer Aids tot he Use of Traditional Categories in Stylistic Analysis","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:52:15","2025-10-23 08:54:42","","211-229","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/IH2JA7ZC/Seledow et al. - 1964 - Some Parameters for Computational Stylistics Computer Aids tot he Use of Traditional Categories in.pdf","","Discipline: Literary Studies; Program: MAPTEXT; Program: VIA; Programming language: FORTRAN; Programming language: LISP","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9X55RHYP","bookSection","1964","Raben, Joseph","A Computer-Aided Investigation of Literary Influence: Milton to Shelley","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:53:01","2025-10-23 08:51:13","","230-274","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/IP74LASK/Raben - 1964 - A Computer-Aided Investigation of Literary Influence Milton to Shelley.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF77URCN","bookSection","1964","Goodman, Seymour","An Algorithm for Learning Multiple-Word Co-occurrence for Two Sets of Texts","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:53:34","2025-10-23 08:32:33","","275-291","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/VXDV9XKW/Goodman - 1964 - An Algorithm for Learning Multiple-Word Co-occurrence for Two Sets of Texts.pdf","","Discipline: Literary Studies; Computer: IBM 7040","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5XIBLEB","bookSection","1964","Potter, Robert J.","Optical Character Recognition","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:54:36","2025-10-23 08:49:27","","306-322","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/4MSAIKQG/Potter - 1964 - Optical Character Recognition.pdf","","Optical Character Recognition; Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNLIJWSD","bookSection","1964","Markman, Alan","Report of Preliminary Discussions of Automatic Context Analysis","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:55:12","2025-10-23 08:38:15","","324-326","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/ST9DEX7I/Markman - 1964 - Report of Preliminary Discussions of Automatic Context Analysis.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKL6SCDC","bookSection","1964","Kay, Martin","Report of an Informal Meeting on Standard Formats for Machine-Readable Text","Literary data processing conference proceedings","","","","","","1964","2025-09-30 02:55:46","2025-10-23 08:35:15","","327-328","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/9BFLZ6M4/Kay - 1964 - Report of an Informal Meeting on Standard Formats for Machine-Readable Text.pdf","","Discipline: Literary Studies","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R65MY3PL","bookSection","1964","Wolf, Melvin H.","The IBM 1620 as a Tool for Investigating Principles of Auto-Abstracting","Literary data processing conference proceedings","","","","","","1964","2025-10-03 06:16:46","2025-10-23 08:59:05","","","","","","","","","","","","","IBM","New York","","","","","","","","","","/Users/falk/Zotero/storage/62LZ9QU8/Wolf - 1964 - The IBM 1620 as a Tool for Investigating Principles of Auto-Abstracting.pdf","","Discipline: Linguistics; Computer: IBM 1620","","Bessinger, Jess B. Jr.; Parrish, Stephen M. Parrish; Arader, Harry F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GV49JEZW","bookSection","1966","Lasswell, Harold","Foreword","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:35:45","2025-10-23 09:43:48","","vii-ix","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/IIY4S73H/Lasswell - 1966 - Foreword.pdf","","Computer: IBM 7090/7094; Discipline: Interdisciplinary; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Smith, Marshall S.; Ogilvie, Daniel M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KI7FWAB","bookSection","1966","Stone, Philip J.; Dunphy, Dexter; Smith, Marshall S.; Ogilvie, Daniel M.","Preface","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:36:49","2025-10-23 09:43:48","","xi-xv","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/FQMT96T9/Stone et al. - 1966 - Preface.pdf","","Computer: IBM 7090/7094; Discipline: Interdisciplinary; Program: The General Inquirer","","Stone, Philip J.; Kirsch, John","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNW2VDGJ","bookSection","1966","Stone, Philip J.","A Perspective on Content Analysis","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:38:13","2025-10-23 09:43:48","","3-19","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/LF25RA3Y/Stone - 1966 - A Perspective on Content Analysis.pdf","","Computer: IBM 7090/7094; Program: The General Inquirer; Content Analysis","","Stone, Philip J.; Dunphy, Dexter; Smith, Marshall S.; Ogilvie, Daniel M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E729BLBS","bookSection","1966","Stone, Philip J.; Dunphy, Dexter","Trends and Issues in Content Analysis Research","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:39:01","2025-10-23 09:43:48","","20-66","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/IVYAVUYB/Stone and Dunphy - 1966 - Trends and Issues in Content Analysis Research.pdf","","Computer: IBM 7090/7094; Program: The General Inquirer; Content Analysis","","Stone, Philip J.; Dunphy, Dexter; Smith, Marshall S.; Ogilvie, Daniel M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IM4SVF3K","bookSection","1966","Stone, Philip J.","The General Inquirer","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:41:27","2025-10-23 09:43:48","","67-133","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/D2FV3XS6/Stone - 1966 - The General Inquirer.pdf","","Computer: IBM 7090/7094; Content Analysis; Discipline: Interdisciplinary; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGY8XAAJ","bookSection","1966","Dunphy, Dexter","The Construction of Categories for Content Analysis Research","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:42:34","2025-10-23 09:43:48","","","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/8SZ2XSHM/Dunphy - 1966 - The Construction of Categories for Content Analysis Research.pdf","","Computer: IBM 7090/7094; Program: The General Inquirer; Content Analysis","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRHDFH9S","bookSection","1966","Dunphy, Dexter; Holsti, Ole R.","Presentation of Three Content Analysis Dictionaries","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:43:20","2025-10-23 09:43:48","","","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/RWLPE6E2/Dunphy and Holsti - 1966 - Presentation of Three Content Analysis Dictionaries.pdf","","Computer: IBM 7090/7094; Program: The General Inquirer; Content Analysis","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UAETTCK","bookSection","1966","Smith, Marshall S.","The Development of a Content Analysis Measuring Instrument","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:44:50","2025-10-23 09:43:48","","207-232","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/MQRWMDC2/Smith - 1966 - The Development of a Content Analysis Measuring Instrument.pdf","","Computer: IBM 7090/7094; Program: The General Inquirer; Content Analysis","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTRYVPV8","bookSection","1966","","The Application of the General Inquirer to Research Problems","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:45:34","2025-10-23 09:43:48","","233-264","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/4BJ6VAMY/Stone et al. - 1966 - The Application of the General Inquirer to Research Problems.pdf","","Computer: IBM 7090/7094; Content Analysis; Discipline: Interdisciplinary; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ZLICNSC","bookSection","1966","Ogilvie, Daniel M.","Preface to Part II","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:47:08","2025-10-23 09:43:48","","281-283","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/VMZZUFJU/Ogilvie - 1966 - Preface to Part II.pdf","","Computer: IBM 7090/7094; Discipline: Interdisciplinary; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZBX6PGEQ","bookSection","1966","Dunphy, Dexter","Social Change in Self-Analytic Groups","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:48:00","2025-10-23 09:43:48","","287-340","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/2SS2SKE6/Dunphy - 1966 - Social Change in Self-Analytic Groups.pdf","","Discipline: Behavioural science; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ZGITREX","bookSection","1966","Holsti, Ole R.","External Conflict and Internal Consensus: The Sino-Soviet Case","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:49:13","2025-10-23 09:43:48","","343-358","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/YDDTZT55/Holsti - 1966 - External Conflict and Internal Consensus The Sino-Soviet Case.pdf","","Discipline: Political Science; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKMGH8A5","bookSection","1966","Smith, Marshall S.; Stone, Philip J.; Glenn, Evelyn N.","A Content Analysis of Twenty Presidential Nomination Acceptance Speeches","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:51:18","2025-10-23 09:43:48","","359-400","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/Z3PEMY28/Smith et al. - 1966 - A Content Analysis of Twenty Presidential Nomination Acceptance Speeches.pdf","","Discipline: Political Science; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBNJCSXC","bookSection","1966","Namenwirth, J. Zvi; Brewer, Thomas L.","Elite Editorial Comment on the European and Atlantic Communities in Four Countries","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:52:18","2025-10-23 09:43:48","","401-429","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/FG9WWA3L/Namenwirth and Brewer - 1966 - Elite Editorial Comment on the European and Atlantic Communities in Four Countries.pdf","","Discipline: Political Science; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LZWWSRI","bookSection","1966","Paige, Jeffery M.","Letters from Jenny: An Approach to the Clinical Analysis of Personality Structure by Computer","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:53:13","2025-10-23 09:43:48","","431-451","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/FTA5BSSM/Paige - 1966 - Letters from Jenny An Approach to the Clinical Analysis of Personality Structure by Computer.pdf","","Discipline: Psychology; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LIQ6A6X","bookSection","1966","Ogilvie, Daniel M.","Procedures for Improving the Interpretation of Tag Scores: The Case of Windle","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:54:01","2025-10-23 09:43:48","","452-466","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/DWNA3VPG/Ogilvie - 1966 - Procedures for Improving the Interpretation of Tag Scores The Case of Windle.pdf","","Computer: IBM 7090/7094; Discipline: Interdisciplinary; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQ2WJDVX","bookSection","1966","Maher, Brendan A.; McKean, Kathryn O.; McLaughlin, Barry","Studies in Psychotic Language","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:54:46","2025-10-23 09:43:48","","469-503","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/E24V2N7W/Maher et al. - 1966 - Studies in Psychotic Language.pdf","","Discipline: Psychology; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3VQGE87","bookSection","1966","Psathas, George; Arp, Dennis J.","A Thematic Analysis of Interviewer's Statements in Therapy-Analogue Interviews","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:55:37","2025-10-23 09:43:48","","504-524","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/J9KUFRP2/Psathas and Arp - 1966 - A Thematic Analysis of Interviewer's Statements in Therapy-Analogue Interviews.pdf","","Discipline: Psychology; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLXI3JPB","bookSection","1966","Ogilvie, Daniel M.; Stone, Philip J.; Shneidman, Edwin S.","Some Characteristics of Genuine Versus Simulated Suicide Notes","The general inquirer: a computer approach to content analysis","","","","","","1966","2025-10-15 05:56:29","2025-10-23 09:43:48","","527-535","","","","","","","","","","","M.I.T. Press","Cambridge, Mass","","","","","","Library Catalog (InnoPAC)","H61 .S88","","","/Users/falk/Zotero/storage/43QCRB9I/Ogilvie et al. - 1966 - Some Characteristics of Genuine Versus Simulated Suicide Notes.pdf","","Discipline: Psychology; Computer: IBM 7090/7094; Program: The General Inquirer","","Stone, Philip J.; Dunphy, Dexter; Ogilvie, Daniel M.; Smith, Marshall S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
